Category,Message
0,spending new years brother family lets plan meet next week ready spoiled
0,sweet well princess please tell likes dislikes bed
0,partys place usf charge contribute way greatly appreciated yeah got room one
0,ok
0,hello darlin ive finished college txt u finish u love kate xxx
0,hey leave big deal take care
0,ok
0,sorry ill call later
0,kdo evening daurgent
0,hi spoke maneesha v wed like know satisfied experience reply toll free yes
0,realise busy guy im trying bother get exams outta way try cars gr day
0,im going bath msg next ltgt min
0,lot sickness thing going round take easy hope u feel better soon lol
0,whats feathery bowa something guys dont know
0,okay wait ah
0,accidentally deleted message resend please
0,ìï v fan
0,cant make tonight
0,tot u reach liao said tshirt
0,donût give flying monkeys wot think certainly donût mind friend mine
0,ugh long day im exhausted want cuddle take nap
0,shall fine avalarr hollalater
0,busy trying finish new year looking forward finally meeting
0,time think youll need know near campus
0,hi good mornin thanku wish u
0,nottel software name
0,ya cant display internal subs got ta extract
0,im done studyn library
0,die e toot fringe
0,planned yet going join company jan onlydon know happen
0,today song dedicated day song u dedicate send ur valuable frnds first rply
0,need go get
0,eh ur laptop got stock lei say mon muz come take look c got
0,thats cool gentleman treat dignity respect
0,tired havent slept well past nights
0,work timing
0,account refilled successfully inr ltdecimalgt keralacircle prepaid account balance rs ltdecimalgt transaction id kr ltgt
0,sorry ill call later meeting
0,vikky come around lttimegt
0,hmmmy uncle informed hes paying school directly pls buy food
1,free st week nokia tone ur mobile every week txt nokia get txting tell ur mates wwwgetzedcouk pobox wwq normptone
0,many happy returns day wish happy birthday
0,like peoples much shy pa
0,escape theatre going watch kavalan minutes
0,meant calculation ltgt units ltgt school really expensive started practicing accent important decided years dental school youll nmde exam
0,win really side long time
0,oh ya ya remember da
1,u secret admirer looking make contact ufind rreveal thinks ur specialcall
0,made day great day
0,bring tat cd forget
0,got shitload diamonds though
0,nah im perpetual dd
0,dont want hear philosophy say happen
0,see letter b car
0,happen dear tell
0,life nothing wen v get everything life everything wen v miss something real value people wil realized absence gud mrng
1,urgent mobile number å bonus caller prize nd attempt reach call asap box nqp ppm
0,rajipls favour pls convey birthday wishes nimya pls today birthday
0,ìï takin linear algebra today
0,fuuuuck need stop sleepin sup
0,geeeee internet really bad today eh
0,izzit still raining
0,much buzy
0,one week leave put know time
0,know mood today
0,well know mean texting
1,someonone know trying contact via dating service find could call mobile landline boxskch
1,good luck draw takes place th feb good luck removal send stop customer services
0,hui xin da lib
0,living simple loving also simple laughing simple winning tooo simple simple difficult gud nte
0,thk ì_ got ta go home urself cos ill b going shopping frens present
0,u think girl propose u today seing ur bloody funky shit fucking faceasssssholeeee
0,hey go jazz power yoga hip hop kb yogasana
0,actually deleted old websitenow blogging magicalsongsblogspotcom
1,married local women looking discreet action real matches instantly phone text match msg cost p stop txt stop bcmsfwcnxx
0,hi darlin finish u pick meet text back number luv kate xxx
0,ìï give time walk
0,havent planning buy later check already lido got show e afternoon u finish work already
0,cool text youre ready
0,ok stay night xavier sleeping bag im getting tired
0,hi mobile ltgt added contact list wwwfullonsmscom great place send free sms people visit fullonsmscom
0,online transaction
0,many dependents
0,ok lor im town lei
0,know wot people wear shirts jumpers hat belt know r cribbs
0,ok arm feeling weak cuz got shot go another time
0,know hows anthony bringing money ive school fees pay rent stuff like thats need help friend need
0,yet id like keep touch easiest way barcelona way ru house
0,u dont know stubborn didnt even want go hospital kept telling mark im weak sucker hospitals weak suckers
0,hey come online use msn
0,plan manage
1,winner specially selected receive å cash å award speak live operator claim call ampm cost p
0,enjoy showers possessiveness poured u ur loved ones bcoz world lies golden gift loved truly
1,p alfie moons children need song ur mob tell ur ms txt tone charity nokias poly charity polys zed profit charity
0,hope great day
0,kind missed train cos asthma attack nxt one half hr driving sure park
1,one registered subscribers u enter draw gb gift voucher replying enter unsubscribe text stop
0,also da feel yesterday night wait til day night dear
0,yo know anyone ltgt otherwise able buy liquor guy flaked right dont get hold somebody loko night
0,friendship game play word say doesnt start march ends may tomorrow yesterday today e
0,dahe stupid daalways sending like thisdon believe messagepandy mental
0,tell drug dealers getting impatient
0,oh yeah forgot u take shopping
0,wont touch permission
0,ok come ur home half hour
0,going thru different feelingwavering decisions coping individualtime heal everything believe
0,press conference da
0,got job wiproyou get every thing life years
0,quite lor dun tell wait get complacent
0,ill get tomorrow send
0,time coming later
0,meant say cant wait see u getting bored bridgwater banter
0,printer cool mean groovy wine groovying
0,cheers message zogtorius iåõve staring phone age deciding whether text
0,went ganesh dress shop
0,ah poor babyhope urfeeling bettersn luv probthat overdose work hey go careful spk u sn lots lovejen xxx
0,finally happened aftr decades beer cheaper petrol goverment expects us drink dont drive
0,didnt spring coming early yay
0,let know need anything else salad desert something many beers shall get
0,ok dear call chechi
0,part dont initiate dont understand
0,call cost guess isnt bad miss ya need ya want ya love ya
0,hello good week fancy drink something later
1,congratulations ur awarded either å cd gift vouchers free entry å weekly draw txt music tncs wwwldewcom winppmxage
0,callsmessagesmissed calls
0,oh shut omg yesterday dream kids boys pissed kids boys even told mark dream changing diapers cause im getting owed face
0,yo im right yo work
0,thing change sentence want concentrate educational career im leaving
0,happy new year man
0,hey girl r u hope u r well del r bak long time c give call sum time lucyxx
1,ampm cost p
0,oh haha den shld went today gee nvm la kaiez dun mind goin jazz oso scared hiphop open cant catch
1,new club dont fink met yet b gr c u please leave msg day wiv ur area reply promised carlie x callsåminmobsmore lkpoboxhpfl
0,ìï eatin later im eatin wif frens lei ìï going home first
0,sent like
0,laptop take
0,friends u stay fb chat
0,wonders world th th ur style th ur smile th ur personality rd ur nature nd ur sms st ur lovely friendship good morning dear
1,yes place town meet exciting adult singles uk txt chat pmsg
0,hmph go head big baller
0,nvm im going wear sport shoes anyway im going late leh
0,k yan jiu liao sat go bugis vill one frm den hop parco nb sun go cine frm den hop orc mrt hip hop
0,im class holla later
0,mm way railway
0,word checkmate chess comes persian phrase shah maat means king dead goodmorning good day
0,im fine hope good take care
1,new mobiles must go txt nokia collect todayfrom å wwwtcbiz optout gbpmtmsg
0,kinda first one gets twelve aah speak tomo
0,aiyar hard type u later free tell call n scold n tell u
0,many people seems special first sight remain special till last sight maintain till life ends shjas
0,buy blackberry bold torch buy new used let know plus saying buy ltgt g wifi ipad saying ltgt g
0,japanese proverb one u none itu must indian version one let none itleave finally kerala version one stop none make strike
0,neft transaction reference number ltgt rs ltdecimalgt credited beneficiary account ltgt lttimegt ltgt
0,love u little pocy bell sorry love u
0,morning ok
0,im used hope agents dont drop since ive booked things year whole boston nyc experiment
0,somewhere beneath pale moon light someone think u dreams come true goodnite amp sweet dreams
